Addition,imman,3
Addition,Imman,8
Subtraction,imman,9
Subtraction,Imman,8
Multiplication,imman,6
Multiplication,Imman,3
Division,imman,7
Division,Imman,4
Modulus,imman,8
Modulus,Imman,6
